fighter_name,Weight,Height
Kazuhisa Watanabe,139 lbs.,"5' 6"""
Kazuki Okubo,175 lbs.,"5' 11"""
Kazuki Tokudome,155 lbs.,"5' 11"""
Kazunari Murakami,220 lbs.,"6' 1"""
Kazunori Yokota,154 lbs.,"5' 8"""
Kazuo Misaki,183 lbs.,"5' 8"""
Kazushi Sakuraba,185 lbs.,"6' 0"""
Kazuyuki Fujita,235 lbs.,"6' 0"""
Kazuyuki Miyata,139 lbs.,"5' 8"""
Keenan Raymond,165 lbs.,
Keigo Kunihara,235 lbs.,"6' 0"""
Keiichiro Yamamiya,185 lbs.,"5' 11"""
Keisuke Fujiwara,139 lbs.,"5' 6"""
Keita Nakamura,170 lbs.,"5' 11"""
Keith Berish,205 lbs.,"6' 0"""
Keith Berry,185 lbs.,"6' 1"""
Keith Hackney,200 lbs.,"5' 11"""
Keith Jardine,185 lbs.,"6' 2"""
Keith Mielke,185 lbs.,"5' 8"""
Keith Rockel,185 lbs.,"6' 0"""
Keith Wisniewski,170 lbs.,"6' 0"""
Kelly Dullanty,155 lbs.,"5' 8"""
Kelly Faszholz,135 lbs.,"5' 8"""
Kelly Kobold,135 lbs.,"5' 6"""
Kelly Velasco,135 lbs.,"5' 9"""
Kelvin Gastelum,185 lbs.,"5' 9"""
Kemran Lachinov,170 lbs.,
Ken Kaneko,161 lbs.,"6' 0"""
Ken Shamrock,205 lbs.,"6' 1"""
Ken Stone,135 lbs.,"5' 8"""
Kendall Grove,185 lbs.,"6' 6"""
Kengo Ura,165 lbs.,"5' 9"""
Kengo Watanabe,220 lbs.,"6' 4"""
Kenichi Yamamoto,170 lbs.,"6' 0"""
Kenji Arai,145 lbs.,"5' 10"""
Kenji Osawa,135 lbs.,"5' 7"""
Kenneth Alexander,155 lbs.,"5' 9"""
Kenneth Bergh,205 lbs.,"6' 2"""
Kenneth Seegrist,185 lbs.,"6' 0"""
Kenny Florian,145 lbs.,"5' 10"""
Kenny Giddens,155 lbs.,"5' 11"""
Kenny Robertson,170 lbs.,"5' 10"""
Kenyon Jackson,185 lbs.,"6' 0"""
Kerry Schall,265 lbs.,"6' 2"""
Kerry Vera,135 lbs.,"5' 7"""
Kestutis Smirnovas,200 lbs.,"5' 10"""
Ketlen Vieira,135 lbs.,"5' 8"""
Kevin Aguilar,145 lbs.,"5' 7"""
Kevin Burns,170 lbs.,"5' 10"""
Kevin Casey,185 lbs.,"5' 11"""
Kevin Engel,170 lbs.,"6' 2"""
Kevin Ferguson,235 lbs.,"6' 2"""
Kevin Gray,125 lbs.,"5' 4"""
Kevin Haley,205 lbs.,"6' 2"""
Kevin Holland,185 lbs.,"6' 3"""
Kevin Jackson,199 lbs.,"5' 10"""
Kevin Jordan,245 lbs.,"6' 3"""
Kevin Knabjian,170 lbs.,"5' 10"""
Kevin Lee,170 lbs.,"5' 9"""
Kevin Randleman,205 lbs.,"5' 10"""
Kevin Roddy,145 lbs.,"5' 11"""
Kevin Rosier,275 lbs.,"6' 4"""
Kevin Souza,145 lbs.,"6' 0"""
Kevin Syler,155 lbs.,"5' 9"""
Khabib Nurmagomedov,155 lbs.,"5' 10"""
Khadis Ibragimov,205 lbs.,"6' 2"""
Khalid Murtazaliev,185 lbs.,"6' 0"""
Khalid Taha,135 lbs.,"5' 5"""
Khalil Rountree Jr.,205 lbs.,"6' 1"""
Khomkrit Niimi,125 lbs.,"5' 2"""
Kier Gooch,155 lbs.,
Kiichi Kunimoto,170 lbs.,"5' 10"""
Kim Couture,135 lbs.,"5' 8"""
Kim In Seok,145 lbs.,"5' 6"""
Kimo Leopoldo,235 lbs.,"6' 3"""
Kin Moy,135 lbs.,"5' 5"""
Kiril Sidelnikov,230 lbs.,"5' 11"""
Kit Cope,170 lbs.,"6' 0"""
Kiyoshi Tamura,185 lbs.,"5' 11"""
Klayton Mai,125 lbs.,"5' 9"""
Klidson Abreu,235 lbs.,"6' 0"""
Koichiro Matsumoto,145 lbs.,"5' 7"""
Koji Kitao,350 lbs.,"6' 7"""
Koji Oishi,170 lbs.,"5' 8"""
Konstantin Erokhin,230 lbs.,"5' 11"""
Kotetsu Boku,154 lbs.,"5' 9"""
Kris McCray,170 lbs.,"6' 0"""
Krishaun Gilmore,,
Kristian Rothaermel,205 lbs.,"6' 0"""
Kristof Midoux,220 lbs.,"6' 1"""
Kron Gracie,145 lbs.,"5' 9"""
Krzysztof Jotko,185 lbs.,"6' 1"""
Krzysztof Soszynski,205 lbs.,"6' 1"""
Kultar Gill,154 lbs.,"6' 0"""
Kuniyoshi Hironaka,168 lbs.,"5' 10"""
Kurt Holobaugh,155 lbs.,"5' 11"""
Kurt Osiander,185 lbs.,
Kurt Pellegrino,155 lbs.,"5' 8"""
Kwan Ho Kwak,135 lbs.,"5' 5"""
Kyle Bochniak,145 lbs.,"5' 7"""
Kyle Bolt,185 lbs.,"6' 2"""
Kyle Bradley,155 lbs.,"5' 9"""
Kyle Daukaus,185 lbs.,"6' 3"""
Kyle Dietz,135 lbs.,"5' 8"""
Kyle Jensen,170 lbs.,"5' 9"""
Kyle Kingsbury,205 lbs.,"6' 4"""
Kyle Kurtz,170 lbs.,
Kyle Levinton,,
Kyle Nelson,155 lbs.,"5' 11"""
Kyle Noke,170 lbs.,"6' 1"""
Kyle Prepolec,170 lbs.,"5' 10"""
Kyle Stewart,170 lbs.,"6' 2"""
Kyle Sturgeon,225 lbs.,"6' 3"""
Kyle Watson,155 lbs.,"6' 0"""
Kyler Phillips,135 lbs.,"5' 8"""
Kyoji Horiguchi,125 lbs.,"5' 5"""
Kyosuke Sasaki,183 lbs.,"5' 7"""
Kyung Ho Kang,135 lbs.,"5' 9"""
LC Davis,135 lbs.,"5' 8"""
Lacey Schuckman,125 lbs.,"5' 3"""
Lance Benoist,170 lbs.,"5' 11"""
Lance Gibson,185 lbs.,"5' 9"""
Lance Lawrence,145 lbs.,"6' 0"""
Lando Vannata,155 lbs.,"5' 9"""
Landon Showalter,185 lbs.,"6' 0"""
Larissa Pacheco,135 lbs.,"5' 7"""
Larry Cureton,240 lbs.,"6' 2"""
Larry Parker,205 lbs.,"5' 11"""
Laureano Staropoli,170 lbs.,"6' 1"""
Lauren Mueller,125 lbs.,"5' 5"""
Lauren Murphy,125 lbs.,"5' 7"""
Lavar Johnson,240 lbs.,"6' 4"""
Laverne Clark,170 lbs.,"5' 11"""
Lazar Stojadinovic,145 lbs.,"5' 7"""
Leah Letson,145 lbs.,"5' 7"""
Leandro Issa,135 lbs.,"5' 7"""
Leandro Silva,155 lbs.,"5' 9"""
Lee Brousseau,205 lbs.,"6' 1"""
Lee Gibson,155 lbs.,"5' 7"""
Lee Higgins,155 lbs.,
Lee Kwan Bum,286 lbs.,"6' 2"""
Lee Murray,185 lbs.,"6' 3"""
Leigh Remedios,155 lbs.,"5' 7"""
Leiticia Pestova,135 lbs.,"5' 6"""
Lemont Davis,170 lbs.,"5' 8"""
Len Bentley,155 lbs.,"5' 9"""
Leo Kuntz,155 lbs.,"5' 10"""
Leo Sylvest,205 lbs.,"5' 11"""
Leon Edwards,170 lbs.,"6' 0"""
Leon Shahbazyan,170 lbs.,"6' 4"""
Leonard Garcia,145 lbs.,"5' 10"""
Leonardo Augusto Leleco,185 lbs.,"6' 0"""
Leonardo Mafra,155 lbs.,"5' 10"""
Leonardo Morales,135 lbs.,"5' 8"""
Leonardo Santos,155 lbs.,"6' 0"""
Leonardo Silva,185 lbs.,"6' 2"""
Leslie Smith,135 lbs.,"5' 9"""
Levan Makashvili,145 lbs.,"5' 8"""
Levi Alford,,
Levi Avera,170 lbs.,"6' 1"""
Lewis Gonzalez,170 lbs.,"5' 10"""
Li Jingliang,170 lbs.,"6' 0"""
Liam McGeary,205 lbs.,"6' 6"""
Liana Jojua,135 lbs.,"5' 4"""
Lina Kvokov,135 lbs.,"5' 9"""
Lina Lansberg,135 lbs.,"5' 7"""
Linton Vassell,205 lbs.,"6' 4"""
Lionel Lanham,205 lbs.,
Lisa Ellis,115 lbs.,"5' 4"""
Lissette Neri,145 lbs.,"5' 2"""
Liu Pingyuan,135 lbs.,"5' 6"""
Livinha Souza,115 lbs.,"5' 5"""
Liz Carmouche,125 lbs.,"5' 6"""
Lloyd Van Dams,240 lbs.,"6' 1"""
Lodune Sincaid,185 lbs.,"5' 9"""
Logan Clark,185 lbs.,"6' 2"""
Logan Nail,185 lbs.,
Lolohea Mahe,,
Lorenz Larkin,170 lbs.,"5' 11"""
Lorenzo Hood,265 lbs.,"6' 3"""
Louis Gaudinot,125 lbs.,"5' 3"""
Louis Jauregui,170 lbs.,"5' 7"""
Louis Smolka,135 lbs.,"5' 9"""
Louis Taylor,185 lbs.,"5' 11"""
Lowell Anderson,160 lbs.,"5' 6"""
Luan Chagas,170 lbs.,"6' 0"""
Luana Carolina,125 lbs.,"5' 6"""
Luc Bondole,205 lbs.,"6' 2"""
Lucas Gamaza,170 lbs.,
Lucas Lopes,185 lbs.,"6' 2"""
Lucas Martins,145 lbs.,"6' 0"""
Lucas Stark,155 lbs.,
Luciano Azevedo,161 lbs.,"6' 3"""
Lucie Pudilova,125 lbs.,"5' 8"""
Lucio Linhares,185 lbs.,"6' 2"""
Luigi Fioravanti,170 lbs.,"5' 8"""
Luigi Vendramini,170 lbs.,"5' 8"""
Luis Gomez,145 lbs.,"5' 7"""
Luis Henrique,243 lbs.,"6' 2"""
Luis Mendoza,155 lbs.,
Luis Pena,155 lbs.,"6' 3"""
Luis Ramos,170 lbs.,"5' 8"""
Luis Santos,170 lbs.,"6' 1"""
Luiz Azeredo,154 lbs.,"5' 9"""
Luiz Cane,185 lbs.,"6' 2"""
Luiz Dutra,170 lbs.,"5' 11"""
Luiz Firmino,154 lbs.,"5' 6"""
Lukasz Les,170 lbs.,
Lukasz Sajewski,155 lbs.,"5' 8"""
Luke Barnatt,185 lbs.,"6' 6"""
Luke Caudillo,155 lbs.,"5' 7"""
Luke Cummo,170 lbs.,"6' 0"""
Luke Flores,155 lbs.,"6' 0"""
Luke Hartwig,,
Luke Jumeau,170 lbs.,"5' 11"""
Luke Rockhold,185 lbs.,"6' 3"""
Luke Sanders,135 lbs.,"5' 6"""
Luke Stewart,170 lbs.,"5' 11"""
Luke Zachrich,185 lbs.,"6' 2"""
Lumumba Sayers,185 lbs.,"6' 0"""
Lyle Beerbohm,155 lbs.,"5' 10"""
Lyman Good,170 lbs.,"6' 0"""
Lyoto Machida,185 lbs.,"6' 1"""
Mabelly Lima,135 lbs.,"5' 2"""
Mac Danzig,155 lbs.,"5' 8"""
Maciej Jewtuszko,155 lbs.,"6' 0"""
Mack Brewer,205 lbs.,
Mackens Semerzier,145 lbs.,"5' 9"""
Mackenzie Dern,115 lbs.,"5' 4"""
Macy Chiasson,135 lbs.,"5' 11"""
Mads Burnell,145 lbs.,"5' 8"""
Magno Almeida,155 lbs.,"6' 0"""
Magnus Cedenblad,185 lbs.,"6' 5"""
Magomed Ankalaev,205 lbs.,"6' 3"""
Magomed Bibulatov,125 lbs.,"5' 5"""
Magomed Mustafaev,155 lbs.,"5' 8"""
Magomed Sultanakhmedov,185 lbs.,"6' 2"""
Maia Stevenson,115 lbs.,"5' 4"""
Maiara Amanajas dos Santos,115 lbs.,"5' 5"""
Maiju Kujala,135 lbs.,
Maiquel Falcao,185 lbs.,"5' 11"""
Mairbek Taisumov,155 lbs.,"5' 9"""
Maka Watson,155 lbs.,
Maki Pitolo,185 lbs.,"5' 10"""
Makoto Takimoto,205 lbs.,"5' 7"""
Makwan Amirkhani,145 lbs.,"5' 10"""
Mal Foki,220 lbs.,"5' 7"""
Manny Bermudez,135 lbs.,"5' 10"""
Manny Tapia,135 lbs.,"5' 5"""
Manny Vazquez,125 lbs.,"5' 10"""
Manuel Rodriguez,170 lbs.,"5' 9"""
Manvel Gamburyan,135 lbs.,"5' 5"""
Mara Romero Borella,125 lbs.,"5' 6"""
Marc Cofer,185 lbs.,
Marc Diakiese,155 lbs.,"5' 10"""
Marc Stevens,155 lbs.,"5' 9"""
Marc-Andre Barriault,185 lbs.,"6' 1"""
Marcel Fortuna,205 lbs.,"6' 1"""
Marcelo Aguiar,170 lbs.,"5' 10"""
Marcelo Brito,170 lbs.,"6' 1"""
Marcelo Golm,249 lbs.,"6' 3"""
Marcelo Guimaraes,185 lbs.,"6' 0"""
Marcelo Mello,170 lbs.,"5' 7"""
Marcin Bandel,155 lbs.,"5' 10"""
Marcin Held,155 lbs.,"5' 9"""
Marcin Prachnio,205 lbs.,"6' 3"""
Marcin Tybura,249 lbs.,"6' 3"""
Marcin Wrzosek,155 lbs.,"5' 9"""
Marcio Alexandre Junior,185 lbs.,"6' 0"""
Marcio Cruz,232 lbs.,"6' 4"""
Marcio Navarro,155 lbs.,"6' 0"""
Marco Beltran,125 lbs.,"5' 8"""
Marco Ruas,210 lbs.,"6' 1"""
Marcos Bonilla,145 lbs.,"5' 10"""
Marcos Conrado Jr.,220 lbs.,"6' 2"""
Marcos Galvao,135 lbs.,"5' 7"""
Marcos Mariano,155 lbs.,"6' 1"""
Marcos Rogerio de Lima,253 lbs.,"6' 1"""
Marcos Vinicius,125 lbs.,"5' 9"""
Marcos da Matta,145 lbs.,"5' 4"""
Marcus Aurelio,155 lbs.,"5' 10"""
Marcus Bossett,215 lbs.,"6' 1"""
Marcus Brimage,135 lbs.,"5' 4"""
Marcus Davis,170 lbs.,"5' 10"""
Marcus Hicks,155 lbs.,"5' 6"""
Marcus Jones,265 lbs.,"6' 6"""
Marcus Kowal,135 lbs.,
Marcus LeVesseur,155 lbs.,"5' 9"""
Marcus Silveira,242 lbs.,"6' 3"""
Maria Oliveira,115 lbs.,"5' 5"""
Maria Rios,125 lbs.,"5' 5"""
Marina Rodriguez,115 lbs.,"5' 6"""
Mario Bautista,135 lbs.,"5' 9"""
Mario Miranda,185 lbs.,"6' 3"""
Mario Neto,229 lbs.,"6' 0"""
Mario Rivera,,
Mario Soto,145 lbs.,"6' 0"""
Mario Sperry,205 lbs.,"6' 2"""
Marion Reneau,135 lbs.,"5' 6"""
Marius Enache,155 lbs.,"5' 11"""
Marius Zaromskis,170 lbs.,"5' 9"""
Mariya Agapova,125 lbs.,
Mark Bocek,155 lbs.,"5' 8"""
Mark Cherico,145 lbs.,"5' 7"""
Mark Coleman,205 lbs.,"6' 1"""
Mark De La Rosa,135 lbs.,"5' 6"""
Mark Dickman,145 lbs.,"5' 9"""
Mark Eddiva,145 lbs.,"5' 8"""
Mark Godbeer,240 lbs.,"6' 4"""
Mark Hall,190 lbs.,"6' 0"""
Mark Holst,155 lbs.,"6' 0"""
Mark Hominick,145 lbs.,"5' 8"""
Mark Hughes,205 lbs.,"5' 9"""
Mark Hunt,265 lbs.,"5' 10"""
Mark Kerr,266 lbs.,"6' 3"""
Mark Munoz,185 lbs.,"6' 0"""
Mark Robinson,265 lbs.,"6' 0"""
Mark Scanlon,170 lbs.,"5' 9"""
Mark Schultz,200 lbs.,"5' 9"""
Mark Vorgeas,135 lbs.,"5' 10"""
Mark Weir,185 lbs.,"6' 2"""
Marko Damiani,170 lbs.,"6' 0"""
Markus Perez,185 lbs.,"6' 1"""
Marloes Coenen,145 lbs.,"5' 9"""
Marlon Moraes,135 lbs.,"5' 6"""
Marlon Sims,170 lbs.,
Marlon Vera,135 lbs.,"5' 8"""
Marques Daniels,155 lbs.,
Martin Bravo,145 lbs.,"5' 8"""
Martin Buschkamp,145 lbs.,"5' 9"""
Martin Day,135 lbs.,"5' 10"""
Martin Kampmann,170 lbs.,"6' 0"""
Martin Svensson,155 lbs.,"6' 1"""
Marvin Eastman,185 lbs.,"5' 9"""
Marvin Maldonado,135 lbs.,"5' 6"""
Marvin Vettori,185 lbs.,"6' 0"""
Maryna Moroz,125 lbs.,"5' 7"""
Masaaki Satake,220 lbs.,"6' 1"""
Masakatsu Funaki,185 lbs.,"6' 0"""
Masakatsu Okuda,,
Masakazu Imanari,139 lbs.,"5' 4"""
Masanori Kanehara,135 lbs.,"5' 7"""
Masanori Suda,183 lbs.,"5' 9"""
Masanori Tonooka,185 lbs.,"5' 8"""
Masio Fullen,145 lbs.,"5' 10"""
Mason Fowler,170 lbs.,"5' 11"""
Masutatsu Yano,198 lbs.,"5' 9"""
Matheus Nicolau,125 lbs.,"5' 6"""
Mats Nilsson,170 lbs.,"6' 1"""
Matt Andersen,230 lbs.,"6' 2"""
Matt Arroyo,170 lbs.,"5' 10"""
Matt Bessette,145 lbs.,"5' 10"""
Matt Brown,170 lbs.,"6' 0"""
Matt Dwyer,170 lbs.,"6' 4"""
Matt Foki,220 lbs.,"5' 7"""
Matt Frevola,155 lbs.,"5' 9"""
Matt Grice,145 lbs.,"5' 8"""
Matt Hamill,205 lbs.,"6' 1"""
Matt Helm,155 lbs.,
Matt Hobar,135 lbs.,"5' 10"""
Matt Horning,125 lbs.,"5' 4"""
Matt Horwich,185 lbs.,"6' 1"""
Matt Hughes,170 lbs.,"5' 9"""
Matt Kovacs,244 lbs.,"6' 0"""
Matt Lee,155 lbs.,"5' 11"""
Matt Lindland,185 lbs.,"6' 0"""
Matt Lucas,205 lbs.,"6' 1"""
Matt Mitrione,265 lbs.,"6' 3"""
Matt Pedro,,
Matt Ramirez,125 lbs.,"5' 5"""
Matt Ricehouse,155 lbs.,
Matt Sayles,145 lbs.,"5' 7"""
Matt Schnell,135 lbs.,"5' 8"""
Matt Secor,170 lbs.,"6' 0"""
Matt Serra,170 lbs.,"5' 6"""
Matt Skelton,265 lbs.,"6' 3"""
Matt Van Buren,205 lbs.,"6' 5"""
Matt Veach,155 lbs.,"5' 11"""
Matt Wiman,155 lbs.,"5' 10"""
Matthew Lopez,135 lbs.,"5' 7"""
Matthew Riddle,170 lbs.,"6' 1"""
Maurice Eazel,135 lbs.,"5' 7"""
Maurice Greene,258 lbs.,"6' 7"""
Maurice Mitchell,145 lbs.,"5' 9"""
Maurice Smith,221 lbs.,"6' 2"""
Mauricio Alonso,170 lbs.,"6' 2"""
Mauricio Rua,205 lbs.,"6' 1"""
Max Griffin,170 lbs.,"5' 11"""
Max Holloway,155 lbs.,"5' 11"""
Max Martyniouk,155 lbs.,
Max Mustaki,155 lbs.,"6' 0"""
Maximo Blanco,145 lbs.,"5' 8"""
Mayana Kellem,135 lbs.,"5' 5"""
Maycee Barber,125 lbs.,"5' 5"""
Mayra Bueno Silva,135 lbs.,"5' 6"""
Megan Anderson,145 lbs.,"6' 0"""
Megumi Fujii,113 lbs.,"5' 3"""
Mehdi Baghdad,155 lbs.,"6' 1"""
Melchor Manibusan,154 lbs.,"5' 5"""
Melinda Fabian,125 lbs.,"5' 6"""
Melissa Gatto,135 lbs.,"5' 5"""
Melton Bowen,225 lbs.,"6' 0"""
Melvin Guillard,155 lbs.,"5' 9"""
Melvin Manhoef,185 lbs.,"5' 9"""
Merab Dvalishvili,135 lbs.,"5' 6"""
Merritt Warren,155 lbs.,"5' 10"""
Micah Miller,145 lbs.,"6' 0"""
Michael Bisping,185 lbs.,"6' 1"""
Michael Bravo,155 lbs.,
Michael Byrnes,155 lbs.,"5' 11"""
Michael Chiesa,170 lbs.,"6' 1"""
Michael Cora,170 lbs.,"6' 1"""
Michael Diaz,260 lbs.,
Michael Graves,170 lbs.,"5' 10"""
Michael Johnson,145 lbs.,"5' 10"""
Michael Knaap,220 lbs.,"6' 2"""
Michael Kuiper,185 lbs.,"6' 0"""
Michael Lerma,,
Michael Lombardo,185 lbs.,"6' 0"""
Michael Mangan,155 lbs.,
Michael McBride,155 lbs.,"6' 1"""
Michael McDonald,135 lbs.,"5' 9"""
Michael Page,170 lbs.,"6' 2"""
Michael Patt,205 lbs.,"6' 0"""
Michael Trizano,155 lbs.,"5' 11"""
Michal Martinek,220 lbs.,
Michal Oleksiejczuk,205 lbs.,"6' 0"""
Michel Batista,260 lbs.,"6' 3"""
Michel Pereira,170 lbs.,"6' 1"""
Michel Prazeres,170 lbs.,"5' 6"""
Michel Quinones,155 lbs.,"5' 10"""
Michelle Maher,145 lbs.,
Michelle Waterson,115 lbs.,"5' 3"""
Michihiro Omigawa,145 lbs.,"5' 6"""
Michinori Tanaka,135 lbs.,"5' 5"""
Michiyoshi Ohara,205 lbs.,"5' 10"""
Mickael Lebout,155 lbs.,"5' 11"""
Mickey Gall,170 lbs.,"6' 2"""
Miesha Tate,135 lbs.,"5' 6"""
Miguel Baeza,170 lbs.,"6' 2"""
Miguel Cosio,205 lbs.,"6' 4"""
Miguel Linares,,
Miguel Torres,135 lbs.,"5' 9"""
Miika Mehmet,205 lbs.,
Mike Aina,155 lbs.,"5' 9"""
Mike Altman,185 lbs.,"5' 10"""
Mike Bencic,215 lbs.,"6' 0"""
Mike Bourke,275 lbs.,"6' 0"""
Mike Bronzoulis,155 lbs.,"6' 0"""
Mike Brown,145 lbs.,"5' 6"""
Mike Budnik,145 lbs.,"5' 9"""
Mike Campbell,155 lbs.,"5' 9"""
Mike Chandler,155 lbs.,"5' 8"""
Mike Ciesnolevicz,235 lbs.,"6' 0"""
Mike Cook,205 lbs.,"6' 1"""
Mike Davis,155 lbs.,"6' 0"""
Mike Dolce,185 lbs.,"5' 11"""
Mike Easton,135 lbs.,"5' 6"""
Mike French,145 lbs.,"5' 10"""
Mike Glenn,205 lbs.,
Mike Grundy,145 lbs.,"5' 7"""
Mike Guymon,170 lbs.,"6' 0"""
Mike Hayes,230 lbs.,"6' 4"""
Mike Jackson,170 lbs.,"6' 2"""
Mike Joy,155 lbs.,"5' 6"""
Mike King,185 lbs.,"6' 3"""
Mike Kyle,205 lbs.,"6' 4"""
Mike Lullo,145 lbs.,"5' 8"""
Mike Malott,145 lbs.,"6' 0"""
Mike Massenzio,185 lbs.,"6' 2"""
Mike Minniger,,
Mike Moreno,185 lbs.,"6' 0"""
Mike Nickels,205 lbs.,"6' 4"""
Mike Perry,170 lbs.,"5' 10"""
Mike Pierce,170 lbs.,"5' 8"""
Mike Polchlopek,285 lbs.,"6' 4"""
Mike Pyle,170 lbs.,"6' 0"""
Mike Rhodes,170 lbs.,"6' 1"""
Mike Ricci,155 lbs.,"6' 0"""
Mike Richman,135 lbs.,"5' 8"""
Mike Rio,155 lbs.,"5' 10"""
Mike Rodriguez,205 lbs.,"6' 4"""
Mike Russow,255 lbs.,"6' 1"""
Mike Santiago,145 lbs.,"5' 10"""
Mike Seal,185 lbs.,"6' 4"""
Mike Stumpf,170 lbs.,"5' 10"""
Mike Swick,170 lbs.,"6' 1"""
Mike Wessel,260 lbs.,"6' 0"""
Mike Whitehead,205 lbs.,"6' 1"""
Mike Wilkinson,145 lbs.,"5' 7"""
Mike Zichelle,205 lbs.,
Mike de la Torre,145 lbs.,"5' 11"""
Mike van Arsdale,205 lbs.,"6' 2"""
Mikey Burnett,170 lbs.,"5' 6"""
Mikhail Iloukhine,205 lbs.,"5' 9"""
Milana Dudieva,135 lbs.,"5' 3"""
Milco Voorn,220 lbs.,
Miles Johns,135 lbs.,"5' 7"""
Miles McDonald,115 lbs.,"5' 7"""
Milton Vieira,145 lbs.,"6' 0"""
Min Soo Kim,255 lbs.,"6' 1"""
Minoki Ichihara,178 lbs.,"5' 7"""
Minoru Toyonaga,195 lbs.,"5' 11"""
Minotauro Nogueira,240 lbs.,"6' 3"""
Mirko Cro Cop,230 lbs.,"6' 2"""
Mirsad Bektic,145 lbs.,"5' 8"""
Misha Cirkunov,205 lbs.,"6' 3"""
Mitch Clarke,155 lbs.,"5' 10"""
Mitch Gagnon,135 lbs.,"5' 5"""
Mitch Whitesel,185 lbs.,"5' 9"""
Mitchell Sipe,245 lbs.,"6' 2"""
Mitsuharu Kitao,390 lbs.,"6' 7"""
Mitsuhiro Ishida,154 lbs.,"5' 6"""
Mizuto Hirota,155 lbs.,"5' 7"""
Moise Rimbon,205 lbs.,"5' 10"""
Molly McCann,125 lbs.,"5' 4"""
Montana De La Rosa,125 lbs.,"5' 7"""
Montel Jackson,135 lbs.,"5' 10"""
Mostapha Al-Turk,245 lbs.,"6' 2"""
Moti Horenstein,230 lbs.,"6' 4"""
Motoki Miyazawa,168 lbs.,"5' 11"""
Motonobu Tezuka,135 lbs.,"5' 7"""
Movsar Evloev,145 lbs.,"5' 7"""
Mu Bae Choi,230 lbs.,"6' 2"""
Muhammed Lawal,205 lbs.,"6' 0"""
Muhsin Corbbrey,155 lbs.,"5' 10"""
Muin Gafurov,135 lbs.,"5' 7"""
Murad Chunkaiev,185 lbs.,"5' 11"""
Murilo Bustamante,183 lbs.,"6' 2"""
Murilo Rua,185 lbs.,"5' 11"""
Muslim Salikhov,170 lbs.,"5' 11"""
Mychal Clark,224 lbs.,"6' 3"""
Myles Jury,145 lbs.,"5' 10"""
Nad Narimani,145 lbs.,"5' 8"""
Nadia Kassem,125 lbs.,"5' 5"""
Nah-Shon Burrell,170 lbs.,"5' 11"""
Naho Sugiyuma,105 lbs.,"5' 1"""
Nam Phan,135 lbs.,"5' 6"""
Nandor Guelmino,230 lbs.,"6' 3"""
Naoki Inoue,125 lbs.,"5' 9"""
Naoki Matsushita,155 lbs.,"5' 6"""
Naoya Ogawa,255 lbs.,"6' 4"""
Naoyuki Kotani,155 lbs.,"5' 8"""
Nasrat Haqparast,155 lbs.,"5' 10"""
Nate Diaz,170 lbs.,"6' 0"""
Nate James,185 lbs.,"6' 0"""
Nate Loughran,185 lbs.,"6' 2"""
Nate Marquardt,185 lbs.,"6' 0"""
Nate Mohr,155 lbs.,"5' 9"""
Nate Moore,170 lbs.,"6' 0"""
Nate Quarry,185 lbs.,"6' 0"""
Nate Schroeder,230 lbs.,"6' 1"""
Nathan Coy,170 lbs.,"5' 10"""
Nathan Jones,345 lbs.,"6' 11"""
Nathaniel Wood,135 lbs.,"5' 6"""
Nazareno Malegarie,155 lbs.,"5' 8"""
Neal Ewing,185 lbs.,
Neil Grove,265 lbs.,"6' 6"""
Neil Magny,170 lbs.,"6' 3"""
Neil Seery,125 lbs.,"5' 4"""
Neil Wain,242 lbs.,"5' 10"""
Neiman Gracie,170 lbs.,"6' 0"""
Nicco Montano,125 lbs.,"5' 5"""
Nicdali Rivera-Calanoc,105 lbs.,"5' 3"""
Nicholas Sergiacomi,170 lbs.,
Nick Agallar,155 lbs.,"5' 8"""
Nick Barnes,170 lbs.,"5' 11"""
Nick Bustamante,170 lbs.,"5' 9"""
Nick Catone,185 lbs.,"6' 0"""
Nick Denis,135 lbs.,"5' 7"""
Nick Diaz,185 lbs.,"6' 1"""
Nick Ertl,155 lbs.,"5' 9"""
Nick Garcia,125 lbs.,"5' 4"""
Nick Gibbons,155 lbs.,"5' 10"""
Nick Gonzalez,155 lbs.,"5' 6"""
Nick Hein,155 lbs.,"5' 6"""
Nick Newell,155 lbs.,"5' 10"""
Nick Nolte,170 lbs.,"6' 0"""
Nick Osipczak,170 lbs.,"6' 2"""
Nick Pace,135 lbs.,"5' 7"""
Nick Penner,205 lbs.,"6' 4"""
Nick Pica,185 lbs.,"5' 10"""
Nick Piedmont,145 lbs.,"5' 10"""
Nick Ring,185 lbs.,"6' 0"""
Nick Roehrick,205 lbs.,"6' 2"""
Nick Rossborough,205 lbs.,"6' 5"""
Nick Sanzo,190 lbs.,"5' 9"""
Nick Serra,170 lbs.,"5' 9"""
Nick Sperling,135 lbs.,
Nick Thompson,170 lbs.,"6' 1"""
Nick Urso,125 lbs.,"5' 6"""
Nico Musoke,170 lbs.,"6' 0"""
Nicolae Negumereanu,205 lbs.,"6' 0"""
Nicolas Dalby,170 lbs.,"5' 11"""
Nik Lentz,155 lbs.,"5' 8"""
Nik Theotikos,185 lbs.,
Nikita Krylov,205 lbs.,"6' 3"""
Nikk Covert,185 lbs.,"5' 8"""
Niklas Backstrom,145 lbs.,"6' 1"""
Niko Price,170 lbs.,"6' 0"""
